Year,"Geographic
Region",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2017,Midwestern,Ohio,55-74,81,22.8,413,15.1
2017,Midwestern,Ohio,75+,73,40.8,154,18.8
2017,Midwestern,Ohio,All,263,32.8,1660,18.3
2017,Midwestern,South Dakota,18-34,<10,--,63,31.6
2017,Midwestern,South Dakota,35-54,<10,--,60,29.9
2017,Midwestern,South Dakota,55-74,<10,--,39,19.8
2017,Midwestern,South Dakota,75+,<10,--,12,20.0*
2017,Midwestern,South Dakota,All,22,32.4,174,26.5
2017,Midwestern,Wisconsin,18-34,20,60.6,246,19.1
2017,Midwestern,Wisconsin,35-54,45,50.6,311,21.4
2017,Midwestern,Wisconsin,55-74,49,29.9,270,19.8
2017,Midwestern,Wisconsin,75+,26,28.9,60,15.0
2017,Midwestern,Wisconsin,All,140,37.2,887,19.7
2017,Southern,Alabama,18-34,17,45.9*,207,18.9
2017,Southern,Alabama,35-54,34,32.1,294,23.9
2017,Southern,Alabama,55-74,58,35.4,250,22.2
2017,Southern,Alabama,75+,26,37.7,59,18.0
2017,Southern,Alabama,All,135,35.9,810,21.4
2017,Southern,All,18-34,387,44.6,4996,17.5
2017,Southern,All,35-54,788,32.4,6266,19.8
2017,Southern,All,55-74,1058,29.3,5032,18.7
2017,Southern,All,75+,594,34.8,1539,19.5
2017,Southern,All,All,2842,33.0,17833,18.8
2017,Southern,Arkansas,18-34,12,52.2*,176,26.0
2017,Southern,Arkansas,35-54,28,49.1,214,28.9
2017,Southern,Arkansas,55-74,38,40.0,155,23.1
2017,Southern,Arkansas,75+,29,61.7,59,28.2
2017,Southern,Arkansas,All,109,49.1,604,26.3
2017,Southern,Delaware,18-34,<10,--,29,13.7
2017,Southern,Delaware,35-54,<10,--,47,20.0
2017,Southern,Delaware,55-74,<10,--,20-30,--
2017,Southern,Delaware,75+,<10,--,<10,--
2017,Southern,Delaware,All,17,23.0*,110,14.6
2017,Southern,District of Columbia,18-34,<10,--,19,8.0*
2017,Southern,District of Columbia,35-54,<10,--,17,9.5*
2017,Southern,District of Columbia,55-74,<10,--,<10,--
2017,Southern,District of Columbia,75+,<10,--,<10,--
2017,Southern,District of Columbia,All,<10,--,46,8.0
2017,Southern,Florida,18-34,47,39.2,673,15.0
2017,Southern,Florida,35-54,126,33.5,1020,19.3
2017,Southern,Florida,55-74,224,33.1,1047,20.5
2017,Southern,Florida,75+,159,37.9,413,22.0
2017,Southern,Florida,All,560,35.2,3153,18.8
2017,Southern,Georgia,18-34,30,38.0,414,16.9
2017,Southern,Georgia,35-54,62,28.3,489,17.6
2017,Southern,Georgia,55-74,85,28.2,388,18.2
2017,Southern,Georgia,75+,39,33.3,101,18.8
2017,Southern,Georgia,All,217,30.3,1392,17.6
2017,Southern,Kentucky,18-34,13,43.3*,191,19.1
2017,Southern,Kentucky,35-54,36,42.9,291,25.5
2017,Southern,Kentucky,55-74,49,35.5,214,21.0
2017,Southern,Kentucky,75+,21,36.8,48,16.8
2017,Southern,Kentucky,All,119,38.5,744,21.6
2017,Southern,Louisiana,18-34,21,65.6,216,19.5
2017,Southern,Louisiana,35-54,34,37.4,261,22.6
2017,Southern,Louisiana,55-74,33,28.4,178,17.4
2017,Southern,Louisiana,75+,19,34.5*,41,14.6
2017,Southern,Louisiana,All,107,36.4,696,19.5
2017,Southern,Maryland,18-34,16,45.7*,182,13.3
2017,Southern,Maryland,35-54,25,20.8,194,12.1
2017,Southern,Maryland,55-74,34,20.4,175,13.1
2017,Southern,Maryland,75+,14,17.7*,55,14.8
2017,Southern,Maryland,All,89,22.2,606,12.9
2017,Southern,Mississippi,18-34,12,54.5*,116,16.8
2017,Southern,Mississippi,35-54,17,30.4*,171,23.1
2017,Southern,Mississippi,55-74,28,32.9,105,16.0
2017,Southern,Mississippi,75+,13,38.2*,37,19.7
2017,Southern,Mississippi,All,70,35.5,429,18.9
2017,Southern,North Carolina,18-34,37,45.1,412,17.5
2017,Southern,North Carolina,35-54,58,28.2,517,19.3
2017,Southern,North Carolina,55-74,85,27.6,412,17.9
2017,Southern,North Carolina,75+,50,36.0,136,21.0
2017,Southern,North Carolina,All,232,31.6,1477,18.5
2017,Southern,Oklahoma,18-34,18,56.3*,257,27.7
2017,Southern,Oklahoma,35-54,24,28.9,236,24.8
2017,Southern,Oklahoma,55-74,35,28.0,190,22.6
2017,Southern,Oklahoma,75+,23,39.7,46,18.2
2017,Southern,Oklahoma,All,100,33.6,729,24.5
2017,Southern,South Carolina,18-34,12,30.0*,221,19.5
2017,Southern,South Carolina,35-54,45,40.9,301,24.0
2017,Southern,South Carolina,55-74,45,25.4,231,19.2
2017,Southern,South Carolina,75+,22,29.3,58,17.5
2017,Southern,South Carolina,All,124,30.8,811,20.7
2017,Southern,Tennessee,18-34,23,51.1,281,18.4
2017,Southern,Tennessee,35-54,45,36.0,417,24.2
2017,Southern,Tennessee,55-74,75,35.2,332,21.8
2017,Southern,Tennessee,75+,34,35.1,89,20.7
2017,Southern,Tennessee,All,177,36.9,1119,21.5
2017,Southern,Texas,18-34,89,46.1,1180,17.0
2017,Southern,Texas,35-54,154,31.2,1250,17.0
2017,Southern,Texas,55-74,190,29.6,903,17.2
2017,Southern,Texas,75+,104,36.5,249,18.1
2017,Southern,Texas,All,543,33.6,3582,17.1
2017,Southern,Virginia,18-34,34,43.6,333,16.7
2017,Southern,Virginia,35-54,66,27.7,391,17.5
2017,Southern,Virginia,55-74,54,18.1,318,17.2
2017,Southern,Virginia,75+,21,17.4,96,18.7
2017,Southern,Virginia,All,175,23.8,1138,17.2
2017,Southern,West Virginia,18-34,<10,--,89,23.7
2017,Southern,West Virginia,35-54,23,60.5,156,34.0
2017,Southern,West Virginia,55-74,10-20,--,100,21.2
2017,Southern,West Virginia,75+,18,60.0*,42,29.1
2017,Southern,West Virginia,All,64,44.8,387,26.7
2017,Western,Alaska,18-34,<10,--,90,46.7
2017,Western,Alaska,35-54,<10,--,52,28.2
2017,Western,Alaska,55-74,10,34.5*,36,23.8
2017,Western,Alaska,75+,<10,--,11,41.1*
2017,Western,Alaska,All,28,38.9,189,34.0
2017,Western,All,18-34,216,46.4,3363,17.9
2017,Western,All,35-54,440,37.7,3853,19.4
2017,Western,All,55-74,699,36.2,3211,19.9
2017,Western,All,75+,401,39.4,1112,24.1
2017,Western,All,All,1765,38.5,11539,19.4
2017,Western,Arizona,18-34,31,72.1,377,22.9
2017,Western,Arizona,35-54,41,34.5,373,21.8
2017,Western,Arizona,55-74,99,44.6,381,24.6
2017,Western,Arizona,75+,67,52.8,149,29.6
2017,Western,Arizona,All,239,46.8,1280,23.7
2017,Western,California,18-34,62,33.2,1150,11.8
2017,Western,California,35-54,133,30.2,1373,13.3
2017,Western,California,55-74,212,29.0,1224,15.5
2017,Western,California,75+,130,30.2,438,19.0
2017,Western,California,All,539,30.2,4185,13.8
2017,Western,Colorado,18-34,29,61.7,349,25.0
2017,Western,Colorado,35-54,56,47.5,404,27.4
2017,Western,Colorado,55-74,57,33.9,295,24.9
2017,Western,Colorado,75+,26,34.2,62,21.1
2017,Western,Colorado,All,169,41.3,1110,25.5
2017,Western,Hawaii,18-34,<10,--,80,24.2
2017,Western,Hawaii,35-54,<10,--,65,18.4
2017,Western,Hawaii,55-74,12,26.1*,65,19.8
2017,Western,Hawaii,75+,<10,--,13,11.9*
2017,Western,Hawaii,All,25,20.7,223,19.9
2017,Western,Idaho,18-34,<10,--,109,28.1
2017,Western,Idaho,35-54,18,56.3*,133,32.2
2017,Western,Idaho,55-74,19,35.2*,98,26.3
2017,Western,Idaho,75+,10-20,--,32,30.9
2017,Western,Idaho,All,53,42.4,372,29.1
2017,Western,Montana,18-34,<10,--,94,39.9
2017,Western,Montana,35-54,15,60.0*,91,36.9
2017,Western,Montana,55-74,26,65.0,81,30.3
2017,Western,Montana,75+,10-20,--,36,47.5
2017,Western,Montana,All,58,60.4,302,36.6
2017,Western,Nevada,18-34,18,90.0*,160,23.5
2017,Western,Nevada,35-54,32,58.2,209,26.7
2017,Western,Nevada,55-74,49,49.5,168,25.8
2017,Western,Nevada,75+,26,60.5,72,41.7
2017,Western,Nevada,All,125,57.6,609,26.6
2017,Western,New Mexico,18-34,<10,--,151,31.2
2017,Western,New Mexico,35-54,22,53.7,149,30.2
2017,Western,New Mexico,55-74,30,41.1,117,24.1
2017,Western,New Mexico,75+,10-20,--,42,29.6
2017,Western,New Mexico,All,78,48.4,459,28.6
2017,Western,Oregon,18-34,14,53.8*,199,20.8
2017,Western,Oregon,35-54,41,56.2,281,26.4
2017,Western,Oregon,55-74,64,44.4,228,23.3
2017,Western,Oregon,75+,37,50.7,86,31.0
2017,Western,Oregon,All,158,50.0,794,24.2
2017,Western,Utah,18-34,<10,--,217,26.9
2017,Western,Utah,35-54,19,51.4*,249,33.7
2017,Western,Utah,55-74,23,41.1,120,24.2
2017,Western,Utah,75+,10-20,--,35,26.2
2017,Western,Utah,All,66,46.2,621,28.5
2017,Western,Washington,18-34,29,47.5,348,19.5
2017,Western,Washington,35-54,43,27.2,419,21.8
2017,Western,Washington,55-74,84,33.6,354,21.6
2017,Western,Washington,75+,42,37.5,127,29.3
2017,Western,Washington,All,199,34.3,1248,21.6
2017,Western,Wyoming,18-34,<10,--,30-40,--
2017,Western,Wyoming,35-54,<10,--,55,39.8
2017,Western,Wyoming,55-74,14,73.7*,44,32.2
2017,Western,Wyoming,75+,<10,--,<10,--
2017,Western,Wyoming,All,28,65.1,147,33.1
2017,All,U.S. Total,18-34,887,45.5,12944,17.1
2017,All,U.S. Total,35-54,1796,33.6,15896,19.2
2017,All,U.S. Total,55-74,2558,29.5,12602,17.6
2017,All,U.S. Total,75+,1510,33.5,3948,18.7
2017,All,U.S. Total,All,6783,33.1,45390,18.0
2018,Northeastern,All,18-34,86,40.0,1576,12.2
2018,Northeastern,All,35-54,195,30.7,2173,15.2
2018,Northeastern,All,55-74,310,25.5,1963,14.9
2018,Northeastern,All,75+,171,22.1,558,13.4
2018,Northeastern,All,All,764,26.9,6270,14.1
2018,Northeastern,Connecticut,18-34,<10,--,80,10.1
2018,Northeastern,Connecticut,35-54,16,40.0*,147,16.0
2018,Northeastern,Connecticut,55-74,19,23.5*,149,17.4
2018,Northeastern,Connecticut,75+,10-20,--,36,13.3
2018,Northeastern,Connecticut,All,48,25.5,412,14.5
2018,Northeastern,Maine,18-34,<10,--,61,22.7
2018,Northeastern,Maine,35-54,<10,--,82,24.7
2018,Northeastern,Maine,55-74,23,41.8,91,24.2
2018,Northeastern,Maine,75+,12,44.4*,29,25.7
2018,Northeastern,Maine,All,48,41.4,263,24.1
2018,Northeastern,Massachusetts,18-34,15,57.7*,186,11.0
2018,Northeastern,Massachusetts,35-54,19,26.8*,256,14.6
2018,Northeastern,Massachusetts,55-74,23,16.2,225,14.1
2018,Northeastern,Massachusetts,75+,14,14.7*,56,11.6
2018,Northeastern,Massachusetts,All,71,21.3,723,13.1
2018,Northeastern,New Hampshire,18-34,<10,--,62,21.0
2018,Northeastern,New Hampshire,35-54,<10,--,105,30.4
2018,Northeastern,New Hampshire,55-74,21,43.8,78,21.7
2018,Northeastern,New Hampshire,75+,10,43.5*,24,24.5
2018,Northeastern,New Hampshire,All,40,39.2,269,24.5
2018,Northeastern,New Jersey,18-34,11,39.3*,191,10.0
2018,Northeastern,New Jersey,35-54,18,23.1*,280,11.8
2018,Northeastern,New Jersey,55-74,24,15.9,219,10.8
2018,Northeastern,New Jersey,75+,12,11.1*,65,10.3
2018,Northeastern,New Jersey,All,66,18.1,755,10.9
2018,Northeastern,New York,18-34,16,25.4*,444,9.5
2018,Northeastern,New York,35-54,48,26.2,572,11.5
2018,Northeastern,New York,55-74,78,23.4,513,11.6
2018,Northeastern,New York,75+,42,19.4,143,10.1
2018,Northeastern,New York,All,184,23.1,1672,10.8
2018,Northeastern,Pennsylvania,18-34,33,53.2,499,17.5
2018,Northeastern,Pennsylvania,35-54,66,34.9,649,20.6
2018,Northeastern,Pennsylvania,55-74,113,31.4,613,19.6
2018,Northeastern,Pennsylvania,75+,65,29.0,188,18.4
2018,Northeastern,Pennsylvania,All,278,33.3,1949,19.2
2018,Northeastern,Rhode Island,18-34,<10,--,22,8.5
2018,Northeastern,Rhode Island,35-54,<10,--,39,14.8
2018,Northeastern,Rhode Island,55-74,<10,--,33,13.1
2018,Northeastern,Rhode Island,75+,<10,--,11,13.9*
2018,Northeastern,Rhode Island,All,15,23.1*,105,12.3
2018,Northeastern,Vermont,18-34,<10,--,30-40,--
2018,Northeastern,Vermont,35-54,<10,--,43,28.4
2018,Northeastern,Vermont,55-74,<10,--,42,24.8
2018,Northeastern,Vermont,75+,<10,--,<10,--
2018,Northeastern,Vermont,All,14,35.9*,122,24.0
2018,Midwestern,All,18-34,205,55.4,2970,19.1
2018,Midwestern,All,35-54,380,36.5,3425,20.3
2018,Midwestern,All,55-74,546,29.4,2786,17.8
2018,Midwestern,All,75+,284,28.8,769,16.2
2018,Midwestern,All,All,1421,33.4,9950,18.8
2018,Midwestern,Illinois,18-34,19,33.9*,401,13.6
2018,Midwestern,Illinois,35-54,43,26.9,525,16.0
2018,Midwestern,Illinois,55-74,65,24.1,392,14.0
2018,Midwestern,Illinois,75+,38,24.8,113,13.3
2018,Midwestern,Illinois,All,165,25.8,1431,14.5
2018,Midwestern,Indiana,18-34,27,69.2,308,20.0
2018,Midwestern,Indiana,35-54,49,45.4,375,22.6
2018,Midwestern,Indiana,55-74,53,27.9,280,18.8
2018,Midwestern,Indiana,75+,17,18.1*,63,14.4
2018,Midwestern,Indiana,All,147,34.1,1026,20.0
2018,Midwestern,Iowa,18-34,<10,--,145,20.3
2018,Midwestern,Iowa,35-54,18,36.0*,167,22.3
2018,Midwestern,Iowa,55-74,24,27.0,127,17.7
2018,Midwestern,Iowa,75+,10-20,--,36,15.1
2018,Midwestern,Iowa,All,63,30.3,475,19.6
2018,Midwestern,Kansas,18-34,10-20,--,185,27.2
2018,Midwestern,Kansas,35-54,30,55.6,178,25.7
2018,Midwestern,Kansas,55-74,26,32.1,131,20.6
2018,Midwestern,Kansas,75+,<10,--,32,16.1
2018,Midwestern,Kansas,All,83,40.9,526,23.8
2018,Midwestern,Michigan,18-34,29,67.4,431,19.1
2018,Midwestern,Michigan,35-54,56,40.6,492,20.1
2018,Midwestern,Michigan,55-74,85,31.1,415,17.2
2018,Midwestern,Michigan,75+,44,30.1,130,18.4
2018,Midwestern,Michigan,All,217,36.2,1468,18.8
2018,Midwestern,Minnesota,18-34,17,60.7*,231,18.3
2018,Midwestern,Minnesota,35-54,24,33.3,259,18.5
2018,Midwestern,Minnesota,55-74,33,22.8,169,13.4
2018,Midwestern,Minnesota,75+,26,30.6,44,11.6
2018,Midwestern,Minnesota,All,100,30.3,703,16.3
2018,Midwestern,Missouri,18-34,23,60.5,339,24.4
2018,Midwestern,Missouri,35-54,54,50.0,387,25.9
2018,Midwestern,Missouri,55-74,85,43.4,339,23.9
2018,Midwestern,Missouri,75+,42,43.8,101,22.9
2018,Midwestern,Missouri,All,204,46.6,1166,24.6
2018,Midwestern,Nebraska,18-34,<10,--,82,18.4
2018,Midwestern,Nebraska,35-54,<10,--,68,14.8
2018,Midwestern,Nebraska,55-74,21,38.2,91,22.0
2018,Midwestern,Nebraska,75+,<10,--,19,14.6*
2018,Midwestern,Nebraska,All,44,33.6,260,17.9
2018,Midwestern,North Dakota,18-34,<10,--,58,29.0
2018,Midwestern,North Dakota,35-54,<10,--,42,24.7
2018,Midwestern,North Dakota,55-74,<10,--,30-40,--
2018,Midwestern,North Dakota,75+,<10,--,<10,--
2018,Midwestern,North Dakota,All,19,34.5*,139,23.9
2018,Midwestern,Ohio,18-34,30,46.2,482,18.5
2018,Midwestern,Ohio,35-54,53,27.2,597,20.8
2018,Midwestern,Ohio,55-74,91,26.5,516,18.7
2018,Midwestern,Ohio,75+,60,34.3,159,18.9
2018,Midwestern,Ohio,All,234,30.0,1754,19.3
2018,Midwestern,South Dakota,18-34,<10,--,62,31.2
2018,Midwestern,South Dakota,35-54,<10,--,43,21.5
2018,Midwestern,South Dakota,55-74,13,46.4*,33,16.3
2018,Midwestern,South Dakota,75+,<10,--,11,17.9*
2018,Midwestern,South Dakota,All,27,40.3,149,22.5
2018,Midwestern,Wisconsin,18-34,20,64.5,246,19.1
2018,Midwestern,Wisconsin,35-54,35,41.2,292,20.3
2018,Midwestern,Wisconsin,55-74,43,26.1,258,18.5
2018,Midwestern,Wisconsin,75+,20,22.0,57,13.9
2018,Midwestern,Wisconsin,All,118,31.7,853,18.8
2018,Southern,Alabama,18-34,18,50.0*,236,21.5
2018,Southern,Alabama,35-54,32,31.1,272,22.3
2018,Southern,Alabama,55-74,64,38.6,225,19.7
2018,Southern,Alabama,75+,31,44.3,60,17.7
2018,Southern,Alabama,All,145,38.7,793,20.9
2018,Southern,All,18-34,385,44.9,5048,17.6
2018,Southern,All,35-54,757,31.9,6305,19.8
2018,Southern,All,55-74,1146,32.0,5371,19.6
2018,Southern,All,75+,594,34.3,1695,20.7
2018,Southern,All,All,2893,33.9,18419,19.2
2018,Southern,Arkansas,18-34,13,56.5*,159,23.5
2018,Southern,Arkansas,35-54,21,36.8,194,26.3
2018,Southern,Arkansas,55-74,33,35.5,140,20.6
2018,Southern,Arkansas,75+,14,31.8*,42,19.5
2018,Southern,Arkansas,All,81,37.3,535,23.2
2018,Southern,Delaware,18-34,<10,--,47,22.1
2018,Southern,Delaware,35-54,<10,--,28,12.0
2018,Southern,Delaware,55-74,<10,--,24,9.8
2018,Southern,Delaware,75+,<10,--,10,13.7*
2018,Southern,Delaware,All,17,23.3*,109,14.3
2018,Southern,District Of Columbia,18-34,<10,--,17,7.1*
2018,Southern,District Of Columbia,35-54,<10,--,21,11.6
2018,Southern,District Of Columbia,55-74,<10,--,10-20,--
2018,Southern,District Of Columbia,75+,<10,--,<10,--
2018,Southern,District Of Columbia,All,<10,--,53,9.2
2018,Southern,Florida,18-34,44,37.6,671,14.8
2018,Southern,Florida,35-54,136,37.6,1111,20.9
2018,Southern,Florida,55-74,255,38.5,1218,23.3
2018,Southern,Florida,75+,172,40.2,490,25.0
2018,Southern,Florida,All,607,38.7,3490,20.5
2018,Southern,Georgia,18-34,35,44.3,449,18.1
2018,Southern,Georgia,35-54,50,23.4,526,18.9
2018,Southern,Georgia,55-74,89,29.4,421,19.3
2018,Southern,Georgia,75+,43,37.4,110,19.4
2018,Southern,Georgia,All,218,30.7,1506,18.8
2018,Southern,Kentucky,18-34,17,60.7*,209,20.9
2018,Southern,Kentucky,35-54,34,42.0,283,25.1
2018,Southern,Kentucky,55-74,40,30.1,216,20.9
2018,Southern,Kentucky,75+,31,53.4,67,22.7
2018,Southern,Kentucky,All,122,40.7,775,22.4
2018,Southern,Louisiana,18-34,22,68.8,206,18.9
2018,Southern,Louisiana,35-54,23,25.0,232,20.2
2018,Southern,Louisiana,55-74,32,27.4,196,18.9
2018,Southern,Louisiana,75+,23,41.1,59,20.3
2018,Southern,Louisiana,All,100,33.7,693,19.4
2018,Southern,Maryland,18-34,11,33.3*,161,11.8
2018,Southern,Maryland,35-54,28,24.1,207,13.0
2018,Southern,Maryland,55-74,40,23.8,198,14.6
2018,Southern,Maryland,75+,16,19.3*,61,15.8
2018,Southern,Maryland,All,95,23.8,627,13.3
2018,Southern,Mississippi,18-34,<10,--,113,16.6
2018,Southern,Mississippi,35-54,13,23.6*,129,17.5
2018,Southern,Mississippi,55-74,32,39.5,129,19.4
2018,Southern,Mississippi,75+,10-20,--,35,18.1
2018,Southern,Mississippi,All,66,34.6,406,17.8
2018,Southern,North Carolina,18-34,20,25.6,369,15.5
2018,Southern,North Carolina,35-54,70,35.5,510,19.1
2018,Southern,North Carolina,55-74,90,29.4,436,18.5
2018,Southern,North Carolina,75+,34,24.5,127,18.7
2018,Southern,North Carolina,All,215,29.9,1442,17.8
2018,Southern,Oklahoma,18-34,27,81.8,233,25.2
2018,Southern,Oklahoma,35-54,34,40.5,266,28.0
2018,Southern,Oklahoma,55-74,44,35.2,201,23.6
2018,Southern,Oklahoma,75+,23,38.3,59,22.7
2018,Southern,Oklahoma,All,129,42.7,759,25.4
2018,Southern,South Carolina,18-34,16,40.0*,235,20.6
2018,Southern,South Carolina,35-54,29,27.4,256,20.3
2018,Southern,South Carolina,55-74,49,27.4,231,18.8
2018,Southern,South Carolina,75+,24,29.6,60,17.1
2018,Southern,South Carolina,All,119,29.3,782,19.6
2018,Southern,Tennessee,18-34,29,65.9,297,19.2
2018,Southern,Tennessee,35-54,53,43.8,409,23.7
2018,Southern,Tennessee,55-74,74,35.6,320,20.7
2018,Southern,Tennessee,75+,32,33.0,96,21.5
2018,Southern,Tennessee,All,189,40.2,1122,21.3
2018,Southern,Texas,18-34,95,51.1,1222,17.4
2018,Southern,Texas,35-54,147,30.1,1307,17.6
2018,Southern,Texas,55-74,202,31.7,934,17.4
2018,Southern,Texas,75+,89,30.9,278,19.4
2018,Southern,Texas,All,538,33.6,3741,17.6
2018,Southern,Virginia,18-34,24,27.6,328,16.5
2018,Southern,Virginia,35-54,57,24.2,410,18.4
2018,Southern,Virginia,55-74,73,24.7,360,19.1
2018,Southern,Virginia,75+,29,23.8,105,19.6
2018,Southern,Virginia,All,183,24.7,1203,18.1
2018,Southern,West Virginia,18-34,<10,--,96,25.8
2018,Southern,West Virginia,35-54,22,61.1,144,31.9
2018,Southern,West Virginia,55-74,23,35.9,109,23.2
2018,Southern,West Virginia,75+,10-20,--,34,23.0
2018,Southern,West Virginia,All,65,45.5,383,26.6
2018,Western,Alaska,18-34,<10,--,82,43.4
2018,Western,Alaska,35-54,<10,--,46,25.2
2018,Western,Alaska,55-74,<10,--,30-40,--
2018,Western,Alaska,75+,<10,--,<10,--
2018,Western,Alaska,All,19,25.7*,173,31.3
2018,Western,All,18-34,229,49.6,3408,18.0
2018,Western,All,35-54,412,36.0,3963,19.9
2018,Western,All,55-74,682,36.0,3394,20.6
2018,Western,All,75+,386,37.7,1106,23.0
2018,Western,All,All,1718,38.0,11871,19.8
2018,Western,Arizona,18-34,32,69.6,387,23.1
2018,Western,Arizona,35-54,50,40.7,421,24.4
2018,Western,Arizona,55-74,91,41.4,423,26.6
2018,Western,Arizona,75+,63,47.7,149,27.9
2018,Western,Arizona,All,237,45.5,1380,25.0
2018,Western,California,18-34,68,35.8,1153,11.8
2018,Western,California,35-54,122,28.3,1452,14.1
2018,Western,California,55-74,220,31.0,1298,16.2
2018,Western,California,75+,148,34.6,469,19.7
2018,Western,California,All,561,31.9,4372,14.4
2018,Western,Colorado,18-34,33,71.7,393,27.6
2018,Western,Colorado,35-54,63,55.3,447,30.0
2018,Western,Colorado,55-74,63,38.4,307,25.3
2018,Western,Colorado,75+,26,32.9,74,24.1
2018,Western,Colorado,All,186,46.2,1221,27.5
2018,Western,Hawaii,18-34,<10,--,51,15.7
2018,Western,Hawaii,35-54,<10,--,58,16.5
2018,Western,Hawaii,55-74,<10,--,52,15.7
2018,Western,Hawaii,75+,<10,--,13,11.5*
2018,Western,Hawaii,All,19,16.5*,174,15.5
2018,Western,Idaho,18-34,<10,--,126,31.9
2018,Western,Idaho,35-54,10-20,--,129,30.7
2018,Western,Idaho,55-74,23,41.1,97,25.3
2018,Western,Idaho,75+,13,46.4*,39,35.7
2018,Western,Idaho,All,56,44.4,391,29.9
2018,Western,Montana,18-34,10,111.1*,78,33.1
2018,Western,Montana,35-54,13,56.5*,85,34.4
2018,Western,Montana,55-74,22,55.0,70,25.9
2018,Western,Montana,75+,12,60.0*,19,24.1*
2018,Western,Montana,All,57,62.0,252,30.3
2018,Western,Nevada,18-34,17,77.3*,149,21.5
2018,Western,Nevada,35-54,20,35.1,227,28.5
2018,Western,Nevada,55-74,41,40.6,190,28.4
2018,Western,Nevada,75+,18,40.0*,63,34.3
2018,Western,Nevada,All,97,43.1,629,26.9
2018,Western,New Mexico,18-34,<10,--,171,35.5
2018,Western,New Mexico,35-54,20,51.3,150,30.5
2018,Western,New Mexico,55-74,29,40.8,151,30.8
2018,Western,New Mexico,75+,10-20,--,36,24.3
2018,Western,New Mexico,All,75,48.1,508,31.5
2018,Western,Oregon,18-34,<10,--,225,23.4
2018,Western,Oregon,35-54,30-40,--,250,23.3
2018,Western,Oregon,55-74,70,51.5,242,24.4
2018,Western,Oregon,75+,41,56.2,88,30.4
2018,Western,Oregon,All,152,50.0,805,24.3
2018,Western,Utah,18-34,<10,--,220,26.9
2018,Western,Utah,35-54,19,52.8*,263,34.8
2018,Western,Utah,55-74,23,43.4,117,23.0
2018,Western,Utah,75+,<10,--,25,17.9
2018,Western,Utah,All,54,39.1,625,28.1
2018,Western,Washington,18-34,23,40.4,333,18.4
2018,Western,Washington,35-54,48,31.2,386,19.9
2018,Western,Washington,55-74,79,32.0,368,22.1
2018,Western,Washington,75+,36,31.9,112,24.7
2018,Western,Washington,All,187,32.7,1199,20.4
2018,Western,Wyoming,18-34,<10,--,40,30.6
2018,Western,Wyoming,35-54,<10,--,49,35.6
2018,Western,Wyoming,55-74,<10,--,42,30.4
2018,Western,Wyoming,75+,<10,--,11,29.3*
2018,Western,Wyoming,All,18,40.9*,142,32.0
2018,All,U.S. Total,18-34,905,47.5,13002,17.1
2018,All,U.S. Total,35-54,1744,33.6,15866,19.2
2018,All,U.S. Total,55-74,2684,31.4,13514,18.6
2018,All,U.S. Total,75+,1435,31.8,4128,18.8
2018,All,U.S. Total,All,6796,33.7,46510,18.4
2019,Northeastern,All,18-34,94,44.5,1559,12.2
2019,Northeastern,All,35-54,202,33.0,2056,14.6
2019,Northeastern,All,55-74,271,22.9,1888,14.2
2019,Northeastern,All,75+,160,21.2,535,12.6
2019,Northeastern,All,All,727,26.3,6038,13.6
2019,Northeastern,Connecticut,18-34,<10,--,109,13.8
2019,Northeastern,Connecticut,35-54,18,48.6*,146,16.2
2019,Northeastern,Connecticut,55-74,18,23.7*,131,15.1
2019,Northeastern,Connecticut,75+,<10,--,39,14.1
2019,Northeastern,Connecticut,All,47,26.4,425,15.0
2019,Northeastern,Maine,18-34,<10,--,61,22.6
2019,Northeastern,Maine,35-54,10,38.5*,99,30.1
2019,Northeastern,Maine,55-74,13,24.5*,79,20.7
2019,Northeastern,Maine,75+,<10,--,29,25.0
2019,Northeastern,Maine,All,36,31.9,268,24.4
2019,Northeastern,Massachusetts,18-34,11,44.0*,161,9.5
2019,Northeastern,Massachusetts,35-54,17,25.4*,220,12.6
2019,Northeastern,Massachusetts,55-74,26,18.7,218,13.5
2019,Northeastern,Massachusetts,75+,17,18.5*,37,7.5
2019,Northeastern,Massachusetts,All,71,22.0,636,11.5
2019,Northeastern,New Hampshire,18-34,<10,--,75,25.2
2019,Northeastern,New Hampshire,35-54,<10,--,75,22.1
